issue_date,due_date,return_date,days_on_loan,overdue_status,book_id,book_title,genre,author,borrower_id,borrower_name,borrower_type,borrower_age_group,student_major,student_batch
2024-07-02,2024-07-15,2024-07-15,13.0,Returned On Time,7,War and Peace,Computer Science,Author G,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-02-20,2024-03-13,,,Overdue,15,"Thinking, Fast and Slow",History,Author O,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-10-28,2023-11-05,2023-11-01,4.0,Returned On Time,42,The Hobbit,Science,Author P,10014,Student 14,Student,18-20,Chemistry,2022
2023-12-04,2023-12-31,2023-12-13,9.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10011,Student 11,Student,21-23,History,2022
2023-09-19,2023-10-11,2023-09-28,9.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10041,Student 41,Student,24-25,History,2023
2023-06-27,2023-07-20,2023-07-15,18.0,Returned On Time,14,Cosmos,Mathematics,Author N,10025,Student 25,Student,18-20,Computer Science,2022
2023-05-12,2023-05-23,2023-05-23,11.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10003,Student 3,Student,18-20,History,2023
2024-06-19,2024-06-29,,,Overdue,11,The Lord of the Rings,Mathematics,Author K,10039,Student 39,Student,18-20,Mathematics,2022
2023-12-06,2023-12-31,2023-12-16,10.0,Returned On Time,2,1984,Science,Author B,10020,Student 20,Student,18-20,Psychology,2023
2024-09-13,2024-09-24,2024-09-24,11.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10027,Student 27,Student,21-23,English Literature,2022
2024-03-10,2024-03-26,2024-03-26,16.0,Returned On Time,40,Brave New World,Philosophy,Author N,10011,Student 11,Student,21-23,History,2022
2023-04-19,2023-04-29,,,Overdue,20,The Pragmatic Programmer,Economics,Author T,10041,Student 41,Student,24-25,History,2023
2023-11-08,2023-11-23,2023-11-11,3.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10006,Student 6,Student,21-23,History,2022
2023-10-31,2023-11-15,2023-11-15,15.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10044,Student 44,Student,18-20,Civil Engineering,2023
2023-10-02,2023-10-20,2023-10-20,18.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10020,Student 20,Student,18-20,Psychology,2023
2023-08-13,2023-09-07,2023-08-23,10.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10014,Student 14,Student,18-20,Chemistry,2022
2023-06-25,2023-07-09,2023-07-09,14.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10033,Student 33,Student,18-20,Economics,2022
2023-11-14,2023-11-27,2023-11-27,13.0,Returned On Time,8,Hamlet,Computer Science,Author H,10037,Student 37,Student,24-25,Sociology,2022
2024-09-05,2024-09-20,2024-09-10,5.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10032,Student 32,Student,18-20,English Literature,2023
2024-03-24,2024-04-20,,,Overdue,17,A Brief History of Time,Philosophy,Author Q,10043,Student 43,Student,24-25,Biology,2024
2024-09-04,2024-09-12,2024-09-12,8.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10041,Student 41,Student,24-25,History,2023
2024-07-13,2024-07-20,2024-07-20,7.0,Returned On Time,46,Treasure Island,Economics,Author T,10014,Student 14,Student,18-20,Chemistry,2022
2024-07-01,2024-07-20,2024-07-20,19.0,Returned On Time,46,Treasure Island,Economics,Author T,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-09-09,2023-09-22,2023-09-22,13.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10020,Student 20,Student,18-20,Psychology,2023
2024-04-09,2024-04-26,2024-04-12,3.0,Returned On Time,2,1984,Science,Author B,10037,Student 37,Student,24-25,Sociology,2022
2024-05-16,2024-05-31,2024-05-28,12.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10013,Student 13,Student,18-20,Physics,2022
2023-10-07,2023-10-25,2023-10-25,18.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10030,Student 30,Student,18-20,History,2022
2023-10-22,2023-11-15,2023-11-05,14.0,Returned On Time,34,Freakonomics,Computer Science,Author H,10003,Student 3,Student,18-20,History,2023
2023-12-31,2024-01-08,2024-01-06,6.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10030,Student 30,Student,18-20,History,2022
2023-03-13,2023-03-21,2023-03-21,8.0,Returned On Time,10,Crime and Punishment,Science,Author J,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-07-30,2024-08-10,,,Overdue,29,Democracy in America,Mathematics,Author C,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-12-04,2023-12-30,2023-12-15,11.0,Returned On Time,30,The Republic,History,Author D,10021,Student 21,Student,21-23,Computer Science,2024
2023-04-08,2023-04-28,2023-04-28,20.0,Returned On Time,31,Microeconomics,Fiction,Author E,10027,Student 27,Student,21-23,English Literature,2022
2024-02-28,2024-03-16,2024-03-06,7.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10012,Student 12,Student,18-20,Mathematics,2023
2024-12-22,2025-01-18,2024-12-29,7.0,Returned On Time,14,Cosmos,Mathematics,Author N,10045,Student 45,Student,24-25,Physics,2022
2023-02-19,2023-03-12,,,Overdue,46,Treasure Island,Economics,Author T,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-12-15,2024-01-09,2024-01-02,18.0,Returned On Time,24,Deep Learning,Science,Author X,10015,Student 15,Student,24-25,Computer Science,2024
2023-10-28,2023-11-06,2023-11-06,9.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10026,Student 26,Student,24-25,Electrical Engineering,2024
2023-05-25,2023-06-15,2023-06-15,21.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10048,Student 48,Student,21-23,Economics,2022
2024-09-20,2024-10-13,2024-10-13,23.0,Returned On Time,14,Cosmos,Mathematics,Author N,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-06-21,2024-07-17,2024-07-06,15.0,Returned On Time,49,Jane Eyre,History,Author W,10002,Student 2,Student,21-23,Physics,2022
2024-01-28,2024-02-08,2024-02-08,11.0,Returned On Time,32,Macroeconomics,Economics,Author F,10030,Student 30,Student,18-20,History,2022
2023-12-05,2023-12-15,2023-12-15,10.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10025,Student 25,Student,18-20,Computer Science,2022
2023-07-23,2023-08-02,2023-08-02,10.0,Returned On Time,40,Brave New World,Philosophy,Author N,10043,Student 43,Student,24-25,Biology,2024
2024-05-04,2024-05-13,,,Overdue,48,Wuthering Heights,Computer Science,Author V,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-04-11,2023-04-22,2023-04-22,11.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10020,Student 20,Student,18-20,Psychology,2023
2023-08-28,2023-09-04,2023-09-04,7.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10021,Student 21,Student,21-23,Computer Science,2024
2024-08-03,2024-08-11,2024-08-10,7.0,Returned On Time,12,Dune,Science,Author L,10025,Student 25,Student,18-20,Computer Science,2022
2024-04-03,2024-04-21,2024-04-21,18.0,Returned On Time,18,The Elements of Style,History,Author R,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-09-29,2023-10-19,2023-10-14,15.0,Returned On Time,12,Dune,Science,Author L,10034,Student 34,Student,21-23,Physics,2024
2023-08-10,2023-08-24,2023-08-24,14.0,Returned On Time,10,Crime and Punishment,Science,Author J,10006,Student 6,Student,21-23,History,2022
2024-04-06,2024-04-16,2024-04-15,9.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10035,Student 35,Student,18-20,Biology,2024
2023-03-10,2023-04-06,2023-03-18,8.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10045,Student 45,Student,24-25,Physics,2022
2023-08-24,2023-09-20,2023-09-05,12.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10034,Student 34,Student,21-23,Physics,2024
2024-02-16,2024-03-09,2024-03-05,18.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10009,Student 9,Student,24-25,Sociology,2023
2023-09-08,2023-10-05,2023-09-24,16.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10040,Student 40,Student,21-23,Mathematics,2023
2023-04-07,2023-04-25,2023-04-21,14.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10048,Student 48,Student,21-23,Economics,2022
2024-04-10,2024-04-27,2024-04-27,17.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10015,Student 15,Student,24-25,Computer Science,2024
2023-12-08,2023-12-27,2023-12-27,19.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10050,Student 50,Student,18-20,History,2024
